file_path,text,command_id,file_name
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_13.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_13.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_08.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_08.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_01.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_01.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_14.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_14.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_11.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_11.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_20.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_20.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_22.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_22.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_15.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_15.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_19.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_19.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_18.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_18.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_06.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_06.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_16.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_16.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_07.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_07.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_10.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_10.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_12.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_12.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_17.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_17.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_02.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_02.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_04.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_04.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_09.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_09.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_23.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_23.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_05.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_05.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_21.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_21.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_03.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_03.wav
preprocessed/wavs/üç_numaralı_trak_designeyt_edildi/üç_numaralı_trak_designeyt_edildi_24.wav,üç numaralı trak designeyt edildi,üç_numaralı_trak_designeyt_edildi,üç_numaralı_trak_designeyt_edildi_24.wav
preprocessed/wavs/üç_numaralı_iz_designeyt_edildi/üç_numaralı_iz_designeyt_edildi_02.wav,üç numaralı iz designeyt edildi,üç_numaralı_iz_designeyt_edildi,üç_numaralı_iz_designeyt_edildi_02.wav
preprocessed/wavs/üç_numaralı_iz_designeyt_edildi/üç_numaralı_iz_designeyt_edildi_10.wav,üç numaralı iz designeyt edildi,üç_numaralı_iz_designeyt_edildi,üç_numaralı_iz_designeyt_edildi_10.wav
preprocessed/wavs/üç_numaralı_iz_designeyt_edildi/üç_numaralı_iz_designeyt_edildi_09.wav,üç numaralı iz designeyt edildi,üç_numaralı_iz_designeyt_edildi,üç_numaralı_iz_designeyt_edildi_09.wav
preprocessed/wavs/üç_numaralı_iz_designeyt_edildi/üç_numaralı_iz_designeyt_edildi_20.wav,üç numaralı iz designeyt edildi,üç_numaralı_iz_designeyt_edildi,üç_numaralı_iz_designeyt_edildi_20.wav
preprocessed/wavs/üç_numaralı_iz_designeyt_edildi/üç_numaralı_iz_designeyt_edildi_18.wav,üç numaralı iz designeyt edildi,üç_numaralı_iz_designeyt_edildi,üç_numaralı_iz_designeyt_edildi_18.wav
preprocessed/wavs/üç_numaralı_iz_designeyt_edildi/üç_numaralı_iz_designeyt_edildi_17.wav,üç numaralı iz designeyt edildi,üç_numaralı_iz_designeyt_edildi,üç_numaralı_iz_designeyt_edildi_17.wav
